"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario quiero comprar un producto en la página web de SWAGLABS","Comprar un producto en la página web de SWAGLABS","SUCCESS","2020-06-12T21:15:21.395-05:00[America/Bogota]","0.0","44.96"
